#originalx originaly dispx dispy
1.5000E-03 0.0000E+00 3.4390E-07 -4.0538E-08
1.4800E-03 0.0000E+00 3.5595E-07 -3.9219E-08
1.4600E-03 0.0000E+00 3.6848E-07 -3.8257E-08
1.4400E-03 0.0000E+00 3.8175E-07 -3.7868E-08
1.4200E-03 0.0000E+00 3.9557E-07 -3.7546E-08
1.4000E-03 0.0000E+00 4.0934E-07 -3.7342E-08
1.3800E-03 0.0000E+00 4.2365E-07 -3.6664E-08
1.3600E-03 0.0000E+00 4.3903E-07 -3.5923E-08
1.3400E-03 0.0000E+00 4.5480E-07 -3.4801E-08
1.3200E-03 0.0000E+00 4.7125E-07 -3.2900E-08
1.3000E-03 0.0000E+00 4.8837E-07 -3.1398E-08
1.2800E-03 0.0000E+00 5.0569E-07 -2.9282E-08
1.2600E-03 0.0000E+00 5.2422E-07 -2.6525E-08
1.2400E-03 0.0000E+00 5.4399E-07 -2.4173E-08
1.2200E-03 0.0000E+00 5.6468E-07 -2.1897E-08
1.2000E-03 0.0000E+00 5.8627E-07 -2.0165E-08
1.1800E-03 0.0000E+00 6.0830E-07 -1.8004E-08
1.1600E-03 0.0000E+00 6.3112E-07 -1.4592E-08
1.1400E-03 0.0000E+00 6.5566E-07 -1.0379E-08
1.1200E-03 0.0000E+00 6.8179E-07 -5.5570E-09
1.1000E-03 0.0000E+00 7.0963E-07 9.4406E-10
1.0800E-03 0.0000E+00 7.4010E-07 7.5070E-09
1.0600E-03 0.0000E+00 7.7294E-07 1.3788E-08
1.0400E-03 0.0000E+00 8.0659E-07 1.9465E-08
1.0200E-03 0.0000E+00 8.4181E-07 2.7523E-08
1.0000E-03 0.0000E+00 8.7960E-07 3.6292E-08
9.8000E-04 0.0000E+00 9.1944E-07 4.6139E-08
9.6000E-04 0.0000E+00 9.6225E-07 5.7282E-08
9.4000E-04 0.0000E+00 1.0080E-06 6.9198E-08
9.2000E-04 0.0000E+00 1.0566E-06 8.2271E-08
9.0000E-04 0.0000E+00 1.1092E-06 9.6248E-08
8.8000E-04 0.0000E+00 1.1651E-06 1.1086E-07
8.6000E-04 0.0000E+00 1.2252E-06 1.2811E-07
8.4000E-04 0.0000E+00 1.2907E-06 1.4692E-07
8.2000E-04 0.0000E+00 1.3608E-06 1.6764E-07
8.0000E-04 0.0000E+00 1.4361E-06 1.9160E-07
7.8000E-04 0.0000E+00 1.5171E-06 2.1993E-07
7.6000E-04 0.0000E+00 1.6045E-06 2.5303E-07
7.4000E-04 0.0000E+00 1.6994E-06 2.9210E-07
7.2000E-04 0.0000E+00 1.8022E-06 3.3666E-07
7.0000E-04 0.0000E+00 1.9139E-06 3.9106E-07
6.8000E-04 0.0000E+00 2.0359E-06 4.5486E-07
6.6000E-04 0.0000E+00 2.1703E-06 5.3652E-07
6.4000E-04 0.0000E+00 2.3380E-06 6.5219E-07
6.2000E-04 0.0000E+00 2.5398E-06 8.0788E-07
6.0000E-04 0.0000E+00 2.7942E-06 1.0110E-06
5.8000E-04 0.0000E+00 3.1248E-06 1.2790E-06
5.6000E-04 0.0000E+00 3.5669E-06 1.6385E-06
5.4000E-04 0.0000E+00 4.1947E-06 2.1154E-06
5.2000E-04 0.0000E+00 5.0397E-06 2.7381E-06
5.0000E-04 0.0000E+00 6.1661E-06 3.4990E-06
4.8000E-04 0.0000E+00 7.5502E-06 4.2626E-06
4.6000E-04 0.0000E+00 9.1348E-06 4.8893E-06
4.4000E-04 0.0000E+00 1.0884E-05 5.2532E-06
4.2000E-04 0.0000E+00 1.2807E-05 5.3038E-06
4.0000E-04 0.0000E+00 1.4687E-05 4.8073E-06
3.8000E-04 0.0000E+00 1.6426E-05 3.8016E-06
3.6000E-04 0.0000E+00 1.7962E-05 2.2707E-06
3.4000E-04 0.0000E+00 1.9152E-05 2.9999E-07
3.2000E-04 0.0000E+00 1.9942E-05 -2.0103E-06
3.0000E-04 0.0000E+00 2.0345E-05 -4.5231E-06
2.8000E-04 0.0000E+00 2.0344E-05 -7.0868E-06
2.6000E-04 0.0000E+00 1.9962E-05 -9.6487E-06
2.4000E-04 0.0000E+00 1.9280E-05 -1.2067E-05
2.2000E-04 0.0000E+00 1.8320E-05 -1.4365E-05
2.0000E-04 0.0000E+00 1.7157E-05 -1.6434E-05
1.8000E-04 0.0000E+00 1.5807E-05 -1.8413E-05
1.6000E-04 0.0000E+00 1.4323E-05 -2.0135E-05
1.4000E-04 0.0000E+00 1.2737E-05 -2.1801E-05
1.2000E-04 0.0000E+00 1.1081E-05 -2.3175E-05
1.0000E-04 0.0000E+00 9.3778E-06 -2.4523E-05
8.0000E-05 0.0000E+00 7.5801E-06 -2.5500E-05
6.0000E-05 0.0000E+00 5.8009E-06 -2.6513E-05
4.0000E-05 0.0000E+00 3.8730E-06 -2.7004E-05
2.0000E-05 0.0000E+00 1.8915E-06 -2.7715E-05
0.0000E+00 0.0000E+00 0.0000E+00 -2.7374E-05
