#t ball_ke ball_ie coating_ke coating_ie plate_ke plate_ie
5.7753E-06 1.4070E-03 5.2420E-04 1.4676E-06 7.3019E-03 4.2727E-06 1.0053E-02
5.8501E-06 1.7478E-03 4.9317E-04 1.7277E-06 7.1391E-03 5.5786E-06 9.9526E-03
5.9252E-06 2.1129E-03 4.5977E-04 1.9574E-06 6.9643E-03 6.3770E-06 9.8465E-03
6.0000E-06 2.4935E-03 4.2345E-04 2.1256E-06 6.7805E-03 6.7450E-06 9.7393E-03
6.0752E-06 2.8874E-03 3.8569E-04 2.4012E-06 6.5871E-03 6.6479E-06 9.6326E-03
6.1503E-06 3.2871E-03 3.4575E-04 2.4844E-06 6.3882E-03 6.3287E-06 9.5301E-03
6.2253E-06 3.6865E-03 3.0553E-04 2.7505E-06 6.1884E-03 6.0800E-06 9.4292E-03
6.3000E-06 4.0784E-03 2.6657E-04 2.8973E-06 5.9905E-03 5.9191E-06 9.3314E-03
6.3751E-06 4.4608E-03 2.2851E-04 3.1284E-06 5.7950E-03 5.9209E-06 9.2386E-03
6.4501E-06 4.8267E-03 1.9237E-04 3.2194E-06 5.6087E-03 6.2343E-06 9.1486E-03
6.5252E-06 5.1718E-03 1.5948E-04 3.4402E-06 5.4309E-03 6.8772E-06 9.0646E-03
6.6002E-06 5.4915E-03 1.2937E-04 3.5581E-06 5.2665E-03 7.9486E-06 8.9855E-03
6.6752E-06 5.7827E-03 1.0191E-04 3.8112E-06 5.1170E-03 9.1146E-06 8.9125E-03
6.7503E-06 6.0427E-03 7.7636E-05 3.8590E-06 4.9840E-03 1.0057E-05 8.8470E-03
6.8253E-06 6.2693E-03 5.6921E-05 3.9408E-06 4.8683E-03 1.0490E-05 8.7898E-03
6.9000E-06 6.4603E-03 4.0084E-05 3.7718E-06 4.7712E-03 1.0364E-05 8.7415E-03
6.9751E-06 6.6165E-03 2.5743E-05 3.6957E-06 4.6922E-03 9.5784E-06 8.7033E-03
7.0501E-06 6.7365E-03 1.4404E-05 3.4423E-06 4.6312E-03 8.4483E-06 8.6755E-03
7.1252E-06 6.8210E-03 6.4675E-06 3.1064E-06 4.5887E-03 7.2324E-06 8.6568E-03
7.2002E-06 6.8722E-03 2.0069E-06 2.6954E-06 4.5636E-03 5.9319E-06 8.6462E-03
7.2752E-06 6.8954E-03 4.4936E-07 1.8497E-06 4.5537E-03 4.5231E-06 8.6415E-03
7.3503E-06 6.9018E-03 4.6789E-07 1.0728E-06 4.5520E-03 2.4576E-06 8.6416E-03
7.4253E-06 6.9021E-03 7.1732E-07 7.3005E-07 4.5521E-03 6.8828E-07 8.6431E-03
7.5000E-06 6.9022E-03 5.2750E-07 6.1237E-07 4.5516E-03 5.6335E-07 8.6441E-03
7.5751E-06 6.9023E-03 2.8129E-07 8.5972E-07 4.5501E-03 1.4908E-06 8.6442E-03
7.6501E-06 6.9023E-03 2.5150E-07 1.0204E-06 4.5506E-03 2.9012E-06 8.6420E-03
7.7252E-06 6.9022E-03 4.3733E-07 1.0214E-06 4.5523E-03 3.7881E-06 8.6398E-03
7.8002E-06 6.9022E-03 6.2668E-07 8.4863E-07 4.5530E-03 3.5416E-06 8.6394E-03
7.8753E-06 6.9022E-03 5.9263E-07 6.9057E-07 4.5539E-03 2.3476E-06 8.6399E-03
7.9503E-06 6.9023E-03 3.3983E-07 5.5831E-07 4.5536E-03 1.2290E-06 8.6414E-03
8.0253E-06 6.9025E-03 1.8272E-07 5.7907E-07 4.5533E-03 7.9294E-07 8.6421E-03
8.1000E-06 6.9023E-03 4.0509E-07 6.5890E-07 4.5527E-03 1.2892E-06 8.6423E-03
8.1751E-06 6.9020E-03 6.9209E-07 7.9717E-07 4.5521E-03 2.4933E-06 8.6414E-03
8.2501E-06 6.9022E-03 5.8691E-07 7.3581E-07 4.5521E-03 3.7478E-06 8.6403E-03
8.3252E-06 6.9024E-03 2.8387E-07 8.0429E-07 4.5518E-03 3.6311E-06 8.6407E-03
8.4002E-06 6.9024E-03 2.5024E-07 7.7019E-07 4.5518E-03 2.5608E-06 8.6418E-03
8.4753E-06 6.9023E-03 4.0082E-07 6.5341E-07 4.5512E-03 1.5811E-06 8.6435E-03
8.5503E-06 6.9021E-03 6.2063E-07 6.4819E-07 4.5516E-03 1.0821E-06 8.6436E-03
8.6253E-06 6.9021E-03 6.1917E-07 7.2232E-07 4.5521E-03 1.3113E-06 8.6429E-03
8.7000E-06 6.9022E-03 3.5644E-07 7.5374E-07 4.5525E-03 2.2516E-06 8.6414E-03
8.7751E-06 6.9024E-03 1.8101E-07 7.7022E-07 4.5528E-03 3.0876E-06 8.6404E-03
8.8501E-06 6.9022E-03 3.7478E-07 7.1544E-07 4.5532E-03 3.1592E-06 8.6399E-03
8.9252E-06 6.9021E-03 6.7497E-07 7.4971E-07 4.5534E-03 2.8778E-06 8.6399E-03
9.0002E-06 6.9021E-03 6.1305E-07 6.9105E-07 4.5532E-03 2.4553E-06 8.6407E-03
9.0753E-06 6.9024E-03 3.1533E-07 6.9040E-07 4.5526E-03 1.6291E-06 8.6420E-03
9.1503E-06 6.9025E-03 2.2867E-07 6.0165E-07 4.5521E-03 9.4462E-07 8.6432E-03
9.2250E-06 6.9022E-03 3.9876E-07 6.0863E-07 4.5525E-03 1.3895E-06 8.6425E-03
9.3000E-06 6.9021E-03 5.7491E-07 7.2711E-07 4.5524E-03 2.6525E-06 8.6412E-03
9.3751E-06 6.9022E-03 6.4914E-07 7.0475E-07 4.5522E-03 3.6110E-06 8.6404E-03
9.4501E-06 6.9023E-03 4.0162E-07 8.7483E-07 4.5520E-03 3.4362E-06 8.6406E-03
9.5252E-06 6.9023E-03 1.7427E-07 8.2379E-07 4.5520E-03 2.5681E-06 8.6416E-03
9.6002E-06 6.9023E-03 3.3141E-07 6.0823E-07 4.5520E-03 1.3538E-06 8.6429E-03
9.6753E-06 6.9021E-03 6.5550E-07 7.6978E-07 4.5521E-03 8.1394E-07 8.6433E-03
9.7503E-06 6.9021E-03 6.5265E-07 6.9900E-07 4.5524E-03 1.3834E-06 8.6424E-03
9.8250E-06 6.9023E-03 3.4079E-07 6.4600E-07 4.5530E-03 2.4314E-06 8.6409E-03
9.9001E-06 6.9025E-03 2.0846E-07 7.6636E-07 4.5532E-03 3.3252E-06 8.6397E-03
9.9751E-06 6.9024E-03 3.8138E-07 8.1814E-07 4.5529E-03 3.6019E-06 8.6396E-03
1.0050E-05 6.9021E-03 5.7822E-07 8.2811E-07 4.5527E-03 2.7080E-06 8.6406E-03
1.0125E-05 6.9021E-03 6.1592E-07 6.1160E-07 4.5524E-03 1.6305E-06 8.6423E-03
1.0200E-05 6.9023E-03 4.5827E-07 6.0559E-07 4.5521E-03 1.0455E-06 8.6432E-03
1.0275E-05 6.9024E-03 1.9287E-07 5.7593E-07 4.5520E-03 1.4120E-06 8.6429E-03
1.0350E-05 6.9023E-03 2.8574E-07 6.7631E-07 4.5525E-03 2.1513E-06 8.6416E-03
1.0425E-05 6.9021E-03 6.1633E-07 7.0686E-07 4.5526E-03 3.0560E-06 8.6406E-03
1.0500E-05 6.9021E-03 6.7968E-07 7.1606E-07 4.5529E-03 3.4390E-06 8.6399E-03
1.0575E-05 6.9023E-03 3.9546E-07 6.5066E-07 4.5525E-03 2.8365E-06 8.6409E-03
1.0650E-05 6.9025E-03 1.9050E-07 6.3606E-07 4.5522E-03 1.8498E-06 8.6422E-03
1.0725E-05 6.9024E-03 3.4031E-07 6.5549E-07 4.5525E-03 1.6213E-06 8.6421E-03
1.0800E-05 6.9022E-03 5.7880E-07 6.4402E-07 4.5526E-03 1.5498E-06 8.6421E-03
1.0875E-05 6.9021E-03 6.2776E-07 5.3410E-07 4.5528E-03 1.7359E-06 8.6418E-03
1.0950E-05 6.9021E-03 4.6337E-07 6.5283E-07 4.5522E-03 2.2847E-06 8.6418E-03
1.1025E-05 6.9024E-03 2.2849E-07 7.3000E-07 4.5518E-03 2.9137E-06 8.6414E-03
1.1100E-05 6.9024E-03 2.4901E-07 6.9072E-07 4.5519E-03 3.2525E-06 8.6411E-03
1.1175E-05 6.9021E-03 5.8742E-07 6.9796E-07 4.5522E-03 3.0015E-06 8.6410E-03
1.1250E-05 6.9021E-03 6.8701E-07 6.6624E-07 4.5531E-03 1.9103E-06 8.6412E-03
